"","Relevé","TITLE","LITERATURE","YEAR","TAX_SCOPE","SAMPLING_METHOD","QUANT_METHOD","FAMILY","GENERA","EPITHET","SPECIES","IDENTIFICATION_CONFIDENCE","EPILIST","EPIPHYTE_FLORA","HEMIEPIPHYTE_FLORA","RUPICOLOUS_FLORA","TERRESTRIAL_FLORA","UNKNOWN_FLORA","NATURALNESS","INCLUSION.REQUIREMENTS","NUMBER_INDIVIDUALS","FREQUENCY","BIOMASS","SCORE","LONGITUDE","LATITUDE","PRECISION","PHOROPHYTE_FAMILY","PHOROPHYTE_GENUS","PHOROPHYTE_EPITHET","DBH","HEIGHT","OBS.","BIOME","COUNTRY","WWF_ECOREGION","PHYLUM"
"709",709,"Adaptive response of extreme epiphyte Tillandsia species (Bromeliaceae) is demonstrated by different sexual reproduction strategies in the Brazilian Chaco","Paper",2013,"Bromeliaceae","Others","Presence","Bromeliaceae","Tillandsia","duratii","Tillandsia duratii","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-57.75,-21.68333333,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"710",710,"Adaptive response of extreme epiphyte Tillandsia species (Bromeliaceae) is demonstrated by different sexual reproduction strategies in the Brazilian Chaco","Paper",2013,"Bromeliaceae","Others","Presence","Bromeliaceae","Tillandsia","loliacea","Tillandsia loliacea","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.75,-21.68333333,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"711",711,"Adaptive response of extreme epiphyte Tillandsia species (Bromeliaceae) is demonstrated by different sexual reproduction strategies in the Brazilian Chaco","Paper",2013,"Bromeliaceae","Others","Presence","Bromeliaceae","Tillandsia","recurvifolia","Tillandsia recurvifolia","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.75,-21.68333333,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"712",712,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Bulbophyllum","chloroglossum","Bulbophyllum chloroglossum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.179264,-21.779084,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"713",713,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.179264,-21.779084,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"714",714,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Cattleya","cernua","Cattleya cernua","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.179264,-21.779084,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"715",715,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.179264,-21.779084,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"716",716,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Epidendrum","denticulatum","Epidendrum denticulatum","","Epiphyte",0,0,1,1,0,"Natural","",NA,NA,NA,"",-48.179264,-21.779084,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"717",717,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Epidendrum","denticulatum","Epidendrum denticulatum","","Epiphyte",0,0,1,1,0,"Natural","",NA,NA,NA,"",-48.179264,-21.779084,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"718",718,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.179264,-21.779084,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"719",719,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Laelia","gloriosa","Laelia gloriosa","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.179264,-21.779084,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"720",720,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Rodriguezia","decora","Rodriguezia decora","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.179264,-21.779084,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"721",721,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Orchidaceae","Trichocentrum","pumilum","Trichocentrum pumilum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.179264,-21.779084,"Municipality","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"722",722,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Acianthera","pubescens","Acianthera pubescens","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"723",723,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"724",724,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","","Epiphyte",1,0,1,1,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"725",725,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Bromeliaceae","Billbergia","distachia","Billbergia distachia","","Epiphyte",1,0,0,1,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"726",726,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Bulbophyllum","epiphytum","Bulbophyllum epiphytum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"727",727,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"728",728,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Campylocentrum","crassirhizum","Campylocentrum crassirhizum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"729",729,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Campylocentrum","sellowii","Campylocentrum sellowii","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"730",730,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"731",731,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Cattleya","cernua","Cattleya cernua","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"732",732,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Cattleya","loddigesii","Cattleya loddigesii","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"733",733,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Cattleya","lundii","Cattleya lundii","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"734",734,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Cattleya","walkeriana","Cattleya walkeriana","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"735",735,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Encyclia","patens","Encyclia patens","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"736",736,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Epidendrum","rigidum","Epidendrum rigidum","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"737",737,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"738",738,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Eurystyles","actinosophila","Eurystyles actinosophila","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"739",739,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Moraceae","Ficus","citrifolia","Ficus citrifolia","","Hemiepiphyte",0,1,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"740",740,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"741",741,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"742",742,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Isochilus","linearis","Isochilus linearis","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"743",743,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Laelia","gloriosa","Laelia gloriosa","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"744",744,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Polypodiaceae","Microgramma","lindbergii","Microgramma lindbergii","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Pteridophyte"
"745",745,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Polypodiaceae","Microgramma","persicariifolia","Microgramma persicariifolia","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Pteridophyte"
"746",746,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Polypodiaceae","Microgramma","squamulosa","Microgramma squamulosa","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Pteridophyte"
"747",747,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Polypodiaceae","Microgramma","vacciniifolia","Microgramma vacciniifolia","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Pteridophyte"
"748",748,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Miltonia","flavescens","Miltonia flavescens","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"749",749,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Notylia","hemitricha","Notylia hemitricha","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"750",750,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Octomeria","warmingii","Octomeria warmingii","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"751",751,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Piperaceae","Peperomia","alata","Peperomia alata","","Epiphyte",1,0,1,1,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"752",752,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Piperaceae","Peperomia","campinasana","Peperomia campinasana","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"753",753,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Piperaceae","Peperomia","nitida","Peperomia nitida","","Epiphyte",1,0,1,1,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"754",754,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Piperaceae","Peperomia","rhombea","Peperomia rhombea","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"755",755,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Araceae","Philodendron","propinquum","Philodendron propinquum","","Epiphyte",0,1,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"756",756,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Polypodiaceae","Pleopeltis","minima","Pleopeltis minima","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Pteridophyte"
"757",757,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Polystachya","concreta","Polystachya concreta","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"758",758,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"759",759,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Cactaceae","Rhipsalis","floccosa","Rhipsalis floccosa","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"760",760,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Rodriguezia","decora","Rodriguezia decora","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"761",761,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Polypodiaceae","Serpocaulon","catharinae","Serpocaulon catharinae","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Pteridophyte"
"762",762,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Polypodiaceae","Serpocaulon","vacillans","Serpocaulon vacillans","","Epiphyte",0,0,1,1,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Pteridophyte"
"763",763,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Polypodiaceae","Serpocaulon","vacillans","Serpocaulon vacillans","","Epiphyte",0,0,1,1,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Pteridophyte"
"764",764,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Bromeliaceae","Tillandsia","loliacea","Tillandsia loliacea","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"765",765,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Bromeliaceae","Tillandsia","pohliana","Tillandsia pohliana","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"766",766,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Bromeliaceae","Tillandsia","recurvata","Tillandsia recurvata","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"767",767,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"768",768,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"769",769,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Orchidaceae","Trichocentrum","pumilum","Trichocentrum pumilum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.416667,-21.816667,"Area","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests","Angiospermae"
"770",770,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Cactaceae","Rhipsalis","baccifera","Rhipsalis baccifera","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"771",771,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"772",772,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"773",773,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"774",774,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"775",775,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"776",776,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"777",777,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"778",778,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"779",779,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"780",780,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"781",781,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"782",782,"Check-list das Angiospermas do Chaco de Mato Grosso do Sul","Paper",2014,"Angio","Others","Presence","Bromeliaceae","Tillandsia","didisticha","Tillandsia didisticha","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-57.759794,-21.823836,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
